id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,target
53430,0.993,18621,33120,0,0,0,99.22,5,B,Rural,1
29871,0.153,11687,165090,1,0,0,99.71,8,D,Urban,1
44234,0,22644,245120,0,0,0,99.56,6,A,Urban,1
32053,0,13519,150090,0,0,0,97.04,14,D,Urban,0
79948,0.01,27023,195050,0,0,0,99.89,7,B,Rural,1
78276,0.224,21549,85480,0,0,0,99.01,12,D,Urban,1
739,0.858,24835,227220,0,0,0,99.14,11,B,Rural,1
4281,0.706,13515,362100,0,0,0,98.95,12,A,Urban,1
17748,0.076,24470,91090,0,0,0,99.61,10,A,Urban,1
15821,0.22,17527,282250,0,0,0,99.31,13,C,Rural,1
56055,0.011,25930,57540,0,0,0,,4,A,Urban,1
30732,0.003,18989,150030,0,0,0,98.88,16,C,Urban,1
36971,1,9132,39090,0,0,0,99.81,8,A,Urban,0
40740,0,20810,99540,0,0,0,98.6,22,A,Urban,1
29958,0.171,13876,156150,1,0,0,99.54,12,A,Urban,1
23510,0.029,13875,90100,0,0,0,99.83,9,A,Urban,1
95289,0.01,14615,107520,0,0,0,99.25,9,D,Rural,1
67584,0.006,32133,375110,0,0,0,,4,B,Urban,1
64777,0.607,23001,213130,1,0,0,98.56,24,B,Rural,1
94342,0.998,18620,304750,1,1,2,98.84,8,B,Urban,0
112474,0.147,17528,194250,0,0,0,99.89,3,A,Urban,1
43318,0.204,20820,350090,0,0,0,99.34,12,C,Rural,1
102789,0.037,16075,360090,0,0,0,98.82,9,C,Rural,1
106944,0.244,20449,175030,0,0,0,99.15,20,A,Urban,1
25783,0,10232,165200,0,0,0,99.75,8,B,Rural,1
58857,0.187,14609,181580,0,0,0,98.9,10,D,Urban,1
32883,0,25557,147630,0,0,0,99.81,14,A,Rural,1
81241,0.564,18621,111700,1,0,0,99.01,14,A,Rural,1
31381,0.813,16435,168080,0,0,0,98.84,11,B,Urban,1
14456,0.058,20819,300150,0,0,0,99.56,12,D,Urban,1
68085,0.668,9868,105120,0,0,0,99.27,10,C,Urban,1
44655,0.799,21175,78100,5,0,0,98.56,10,B,Rural,0
39849,0.022,27020,150130,0,0,0,99.89,7,A,Urban,1
51723,0.008,24100,81060,0,0,0,,5,A,Urban,1
55740,0.285,17526,291090,0,0,0,99.13,11,D,Urban,1
31651,0.626,25929,100640,0,1,0,98.94,20,A,Urban,0
55541,0,16073,90130,1,0,0,99.77,6,A,Rural,1
72486,0.255,13153,175120,0,0,0,99.05,13,C,Rural,1
87788,0.087,12786,75070,0,0,0,99.64,10,A,Urban,1
47365,0.035,29210,105040,0,0,0,99.86,10,A,Urban,1
728,0.99,21547,248460,1,0,0,98.58,17,D,Rural,1
111683,1,25923,105040,0,0,0,99.68,3,A,Rural,1
35639,0.344,18259,129120,1,0,0,99.17,6,C,Urban,1
75605,0.061,13150,145570,0,0,0,99.87,7,A,Rural,1
85231,0.767,16438,510100,0,0,0,99.76,8,D,Rural,1
96991,0.879,21913,377740,0,0,0,98.7,16,C,Urban,1
99600,0.062,13875,187650,0,0,0,99.67,4,B,Urban,1
46472,0.013,13155,331370,0,0,0,99.45,13,C,Rural,1
27888,0.24,14976,90110,0,0,0,99.47,5,A,Urban,1
11812,1,27384,75100,0,0,0,99.59,10,A,Urban,1
6562,0.032,17534,126040,0,0,0,96.88,9,B,Rural,1
44189,0.041,19357,96120,0,0,0,99.01,8,C,Rural,1
26210,0.092,16797,158610,1,0,0,98.57,22,B,Urban,1
44043,0.339,9136,27050,0,0,0,99.85,5,A,Rural,1
75263,0,15340,200060,0,0,0,98.48,9,A,Urban,1
30026,0.009,17163,156140,0,0,0,99.49,10,D,Urban,1
83692,0.45,16431,213060,1,0,0,97.89,17,A,Rural,0
106306,0.035,33958,182550,0,0,0,99.65,9,A,Urban,1
44932,0.042,24830,210030,0,0,0,98.16,21,A,Urban,1
55538,0.038,14243,120090,0,0,0,99.56,8,C,Rural,1
78754,0,18255,147030,1,1,0,99.11,8,C,Urban,1
67521,0.698,14248,309130,0,0,0,98.39,17,C,Urban,1
45368,0.534,15700,69080,1,0,0,99.1,11,A,Urban,1
80898,0.244,23370,364170,0,0,0,99.15,8,B,Urban,1
15247,0.124,22273,523990,0,0,0,99.31,17,B,Urban,1
80065,1,22272,54130,1,0,0,98.45,3,A,Urban,1
27540,0.938,12423,211580,0,0,0,99.46,12,C,Urban,1
112235,0.006,25194,27880,0,0,0,99.89,6,A,Rural,1
13276,0.93,16436,180100,0,1,0,99.83,4,C,Rural,0
98160,0.306,15335,258120,0,0,0,99.86,3,C,Urban,1
34803,0.366,22643,138070,0,0,0,98.66,15,A,Rural,1
62682,0.012,15707,121620,0,0,0,98.93,6,A,Urban,1
34887,0.861,18623,181130,1,0,0,98.79,20,A,Rural,0
29762,0.302,23374,156030,1,0,0,99.17,17,A,Urban,1
87696,0.959,15703,306480,0,0,0,98.37,12,D,Rural,1
98221,0.017,16805,240070,0,0,0,99.1,13,A,Rural,1
58923,0.691,14972,55610,0,0,0,97.08,11,B,Rural,1
10865,0,21547,257620,0,0,0,99.62,5,B,Urban,1
106823,0.378,13881,210040,0,0,0,99.44,12,A,Rural,1
28089,0.343,21182,246050,0,0,0,98.84,8,C,Urban,1
60177,0.037,24463,260760,0,0,0,98.67,20,B,Urban,1
88041,1,8035,24140,0,0,0,,3,A,Rural,1
24298,0.699,19721,117030,0,0,0,98.29,17,C,Urban,0
4115,0.109,16797,498030,0,0,0,98.71,14,C,Rural,1
30670,0,24465,56630,0,0,0,98.88,9,A,Rural,1
26244,0.026,20452,107560,0,0,0,99.49,6,B,Urban,1
66918,0.812,17170,344910,1,0,0,99.03,11,C,Rural,1
84986,0.052,16440,240060,0,0,0,99.69,8,C,Rural,1
73691,0.087,15702,240040,0,0,0,99.14,12,A,Rural,1
3628,0.003,23368,255050,0,0,0,,10,A,Rural,1
8245,0.101,14980,400140,0,0,0,99.27,12,C,Urban,1
80389,0.531,21542,484360,2,0,0,98.99,11,D,Rural,1
100843,0.508,17894,346470,1,0,0,99.42,10,C,Urban,1
45972,0.057,18985,66050,0,0,0,99.38,6,A,Urban,1
95190,0.004,12784,195080,0,0,0,99.34,11,A,Rural,1
26343,0.188,9497,197870,0,0,0,99.42,19,C,Rural,1
85959,0.822,14977,224260,1,0,0,98.03,18,D,Urban,0
33928,0.549,18623,562550,2,0,0,99.13,13,C,Urban,0
82795,0.004,20816,63850,0,0,0,98.6,5,A,Urban,1
14659,0.257,18627,162620,5,0,0,99.12,12,D,Urban,1
81097,0.298,20090,136750,0,0,1,99.23,17,B,Rural,1
100316,0,12789,113170,0,0,0,,3,B,Rural,1
107187,1,17534,300080,0,0,0,99.28,7,A,Urban,1
68904,0.002,24098,90040,0,0,0,98.87,6,A,Urban,1
14407,0.035,22275,325100,0,0,0,99.6,9,A,Urban,1
85110,0.256,23000,169550,0,0,0,99.18,10,A,Urban,1
80307,0.084,23367,300180,0,0,0,99.33,11,B,Rural,1
25314,0.136,25929,422080,0,0,0,98.84,15,A,Urban,1
34443,0.523,17160,129110,0,0,0,98.72,14,B,Rural,0
15254,0.012,25563,34580,0,0,0,99.82,7,A,Urban,1
35629,0.465,8769,95120,0,0,0,99.89,8,A,Rural,1
84463,0.503,16070,269070,0,0,0,99.06,6,C,Rural,1
16813,0.956,16066,137480,1,6,0,98.37,9,A,Rural,0
32239,0.272,15335,90040,0,0,0,99.41,7,A,Rural,1
88333,1,16073,99880,0,1,0,99.73,3,D,Urban,1
52576,0.659,27020,235900,0,0,0,98.98,11,B,Urban,1
99253,0.201,18260,200090,0,0,0,99.36,7,C,Urban,1
25740,0.827,14979,195300,1,0,1,98.85,10,C,Urban,1
103020,0.428,20818,73600,0,0,0,95.98,22,A,Rural,1
24757,0.009,12416,167560,0,0,0,99.79,10,A,Rural,1
35877,0.907,19720,112530,1,0,0,99.64,5,A,Rural,1
55687,0.05,13148,150070,1,0,0,99.22,13,A,Urban,1
59749,0.926,11328,150130,0,0,0,98.71,16,A,Urban,1
19365,0.106,13515,142980,1,0,0,98.91,11,B,Rural,1
37671,0.352,16801,312080,0,1,0,99.89,5,D,Urban,1
1964,0,22635,139610,0,0,0,99.73,6,A,Urban,1
46370,0.623,19721,270070,0,0,0,98.9,17,B,Urban,1
23219,0.046,15341,338550,0,0,0,99.09,6,D,Urban,1
58305,0.147,22635,542530,0,0,0,99.54,9,D,Urban,1
23747,0,24466,207040,0,0,0,99.88,9,A,Urban,1
11718,0.177,24104,105140,0,0,1,99,13,A,Urban,1
29395,0.002,24470,42140,0,0,0,,5,A,Urban,1
74297,0.069,17162,264800,0,0,0,99.66,9,C,Urban,1
56821,0.322,22636,99490,1,0,0,99.17,7,B,Urban,1
59302,0.03,14245,620050,0,0,0,99.6,7,C,Urban,1
18507,0.987,12787,135090,0,0,0,98.41,13,B,Rural,1
6266,1,15701,80220,0,0,0,99.58,5,A,Rural,1
101201,0.276,24829,150200,2,0,0,99.02,17,A,Urban,1
22524,0,15341,990080,0,0,0,99.38,7,D,Urban,1
76479,0.396,11693,69130,0,0,0,99.24,7,A,Urban,1
33762,0.001,20090,300040,0,0,0,99.29,9,A,Urban,1
73635,1,20817,159090,0,0,0,99.31,6,D,Urban,1
101435,0.184,26657,125060,0,0,0,99.66,7,B,Urban,1
53703,0.063,21906,315110,0,0,0,99.41,16,A,Urban,1
10814,0.192,23010,155040,0,0,0,99.51,8,C,Rural,1
88107,0.01,26287,293790,0,0,0,99.26,10,A,Rural,1
25482,0.178,18263,113010,0,0,0,99.64,11,A,Urban,1
21637,0.032,21543,241770,0,0,0,99.24,25,D,Rural,1
67399,0.123,12057,187570,1,0,0,99.75,9,B,Rural,1
74746,0.024,17891,150070,0,0,0,99.89,6,A,Rural,1
40475,0.089,14607,212940,0,0,0,99.89,5,D,Urban,1
54191,0.17,19359,218990,0,0,0,99.41,15,A,Urban,1
88585,0.573,22642,303080,5,0,0,99.17,14,A,Rural,1
42533,0.016,17525,291120,0,0,0,98.64,9,D,Urban,1
111429,0.246,25559,900080,1,0,0,99.49,17,A,Urban,1
45863,0.324,28119,124090,0,0,0,98.97,12,B,Rural,1
52299,0,25928,72610,0,0,0,98.97,8,A,Urban,1
94732,0.577,21184,250550,0,0,0,98.61,11,A,Urban,1
93816,0.015,24102,112610,0,0,0,99.89,10,A,Urban,1
69744,0,27020,39750,0,0,0,96.91,10,A,Urban,1
61738,0.02,16073,326340,0,0,0,99.64,10,D,Urban,1
99289,0.737,11325,57090,0,0,0,99.47,5,B,Urban,1
4575,0,9499,57120,0,0,0,99.68,5,A,Urban,1
82394,0.293,9865,127550,0,0,0,98.53,9,A,Rural,1
97681,0.25,18993,210040,0,0,0,99.13,12,C,Urban,1
105570,1,21911,27960,,,,,2,A,Urban,0
87253,0.13,9136,94460,0,0,0,99.48,5,C,Urban,1
69454,0.077,14975,153860,0,0,0,98.08,10,C,Urban,1
10974,0.537,8410,30120,0,0,0,99.8,6,A,Urban,1
24014,0.293,17525,268860,1,0,0,99.34,13,C,Urban,1
16769,0.521,18628,130050,0,0,0,97.86,20,A,Urban,1
27774,0.496,14980,159930,0,0,0,98.54,16,C,Urban,1
76309,0.088,22280,330840,1,0,0,99.39,22,D,Urban,1
18133,0.357,19358,245350,0,0,0,98.93,13,A,Urban,1
112441,0,11326,78290,0,0,0,99.09,13,B,Rural,1
108951,0.905,14972,90070,2,1,0,99.4,6,A,Urban,1
23453,0.542,20446,168890,0,0,0,98.58,10,A,Urban,1
48716,0.163,20454,270150,0,0,0,99.22,11,A,Urban,1
10302,0.404,17527,126030,0,0,0,99.43,16,A,Urban,1
29470,1,15708,137570,0,0,0,,9,A,Urban,1
51184,0.016,25930,105080,0,0,0,99.32,13,A,Rural,1
15500,0.074,21910,261140,0,0,0,99.37,8,D,Urban,1
85010,0.412,16435,72600,0,0,0,98.64,13,C,Urban,1
51670,0.035,10961,87550,0,0,0,99.34,5,A,Rural,1
7033,0.089,23372,170040,0,0,0,99.15,6,B,Rural,1
53523,0,21184,313400,0,0,0,99.4,15,B,Rural,1
85294,0.158,28117,162570,0,0,0,99.06,18,A,Rural,1
9948,0.038,18258,300140,0,0,0,99.33,9,C,Urban,1
18935,0.077,15701,212550,1,0,0,99.08,10,C,Rural,1
96984,0.239,24465,435150,0,0,0,99.44,14,A,Rural,1
100995,0.061,24464,75080,0,0,0,99.84,9,A,Rural,1
40565,0.078,20087,450130,0,0,0,99.83,12,B,Urban,1
51005,0.179,14970,285030,0,1,0,99.27,12,C,Urban,1
87295,0.008,28110,240090,0,0,0,99.89,7,A,Urban,1
79118,0.099,18262,79630,2,1,0,98.77,9,A,Rural,1
98079,0.048,19350,285080,0,0,0,99.44,14,C,Rural,1
105935,0.36,17526,420030,0,0,0,99.27,9,D,Urban,1
14623,0.062,22643,225540,0,0,0,99.05,13,A,Urban,1
6098,0.542,13149,105100,0,0,0,98.51,7,C,Urban,1
111481,0.006,20449,160120,2,0,1,99.69,18,B,Urban,1
29698,0.012,14974,135090,0,0,0,97.85,9,D,Urban,1
60511,0.005,20815,150070,0,0,0,99.24,20,A,Urban,1
4179,0.14,27389,50030,0,0,0,99.45,7,A,Rural,1
104209,0.132,20812,195050,0,0,0,99.62,10,A,Urban,1
27699,1,23006,59460,0,0,0,97.9,7,A,Rural,1
77693,0,27018,37530,0,0,0,99.89,13,A,Rural,1
46076,0.599,27385,240150,0,0,0,97.95,9,A,Urban,1
23109,0.288,18623,207080,0,0,0,98.75,15,A,Urban,1
91417,1,18985,120110,0,0,0,99.65,4,A,Rural,1
98198,0.24,12057,75110,0,0,0,99.54,6,A,Rural,0
41819,0.568,18995,180120,0,0,0,99.06,17,C,Urban,1
72300,1,8409,39090,0,0,0,99.81,3,A,Rural,1
30006,0.209,23006,445680,0,0,0,99.09,7,B,Urban,1
22866,0.041,32135,40380,0,0,0,99.77,5,A,Urban,1
37889,0.579,14978,765090,0,0,0,99.17,10,C,Urban,1
42352,0.169,9869,78110,2,0,0,99.49,7,B,Rural,0
26612,0.094,23736,152420,0,0,0,99.37,12,B,Urban,1
4230,0.794,18990,204080,3,3,1,98.7,8,C,Rural,1
100512,0.883,18256,1262580,0,0,0,99.5,15,C,Urban,1
80710,0.961,16435,184080,4,2,2,98.84,14,D,Urban,0
99458,0.475,16434,237840,0,0,0,99.06,9,C,Urban,1
27086,0.749,15344,115090,1,0,0,99.25,10,B,Rural,0
49753,0.01,23010,216050,0,0,0,99.4,7,A,Urban,1
101509,0,22278,24040,0,0,0,99.22,8,A,Rural,1
55737,0.042,19353,375030,1,0,0,99.67,11,B,Urban,1
36722,0.116,16075,305520,0,0,0,99.13,9,D,Urban,1
107444,0.223,16067,100060,0,0,0,99.58,8,D,Rural,1
112916,0.65,18262,356020,0,0,0,98.82,18,C,Urban,1
67298,0.003,27022,240090,0,0,0,98.68,14,A,Rural,1
70264,0.519,14609,240170,0,0,0,98.13,14,A,Rural,1
109914,0.134,25920,196830,0,0,0,98.83,16,B,Rural,1
90630,0.128,17533,342030,0,0,0,99.23,15,E,Urban,1
34523,0.828,11323,183050,0,0,0,99.78,4,A,Rural,1
78402,0.159,12057,555040,0,0,0,98.28,38,A,Urban,0
108893,0.334,14249,165080,0,0,0,99.25,12,D,Rural,1
32808,1,23738,120050,0,0,0,,2,A,Urban,0
35809,0.14,14973,107220,0,0,0,99.75,5,B,Urban,1
1797,0.543,12416,78050,0,0,0,99.56,8,A,Rural,1
5952,0.57,17160,75130,0,0,0,94.97,6,B,Urban,1
57473,0.414,20451,122600,1,0,0,98.77,13,A,Urban,1
87820,0.548,16070,64610,0,0,0,99.2,10,D,Urban,1
31108,0.022,16073,96340,0,0,0,99.88,6,A,Urban,1
99834,0.028,15338,135080,0,0,0,99.23,6,C,Rural,1
46513,0.058,25556,475100,0,0,0,99.54,14,A,Urban,1
64058,1,20453,195110,0,0,0,99.12,10,A,Rural,1
78598,0.066,11327,157610,0,0,0,99.52,12,A,Urban,1
70163,0.341,14612,164010,0,0,0,98.74,9,A,Urban,1
5951,0.864,15345,169090,0,0,0,99.18,11,D,Urban,1
67371,0.061,13152,250050,0,0,0,99.07,10,B,Rural,1
112142,0.131,22642,60880,1,0,0,99,12,B,Urban,1
97627,0.029,16801,49930,0,0,0,98.16,11,A,Rural,1
37158,0.146,12783,152300,1,0,0,99.1,7,C,Rural,1
74042,0.506,10960,192150,0,0,0,99.71,7,C,Rural,1
33618,0.264,24101,97270,0,0,0,99.61,9,A,Urban,1
14184,0.25,24105,150110,0,0,0,98.46,15,B,Urban,1
56921,0,20811,243180,0,0,0,,3,A,Urban,1
58684,0.052,21176,183040,0,0,0,98.71,6,B,Rural,1
735,0.023,18628,113740,0,0,0,99.27,8,A,Urban,1
109808,0.242,22280,544860,0,0,0,99.34,10,A,Urban,1
52911,0.055,15704,276270,0,0,0,98.88,7,C,Rural,1
10319,0.692,17170,90080,0,0,0,98.93,6,C,Urban,1
83876,0.083,17160,1020080,1,0,0,99.36,9,D,Rural,1
18974,0.419,13145,105080,0,0,1,99.59,7,A,Rural,1
30197,0.489,12053,67560,0,0,0,98.22,10,A,Rural,1
8114,0.038,20447,420060,0,0,0,99.35,10,B,Rural,1
44792,0.012,11324,112550,0,0,0,98.41,11,B,Rural,1
25518,0.745,11327,275090,0,0,0,98.42,18,B,Rural,0
65842,1,20819,213080,0,0,0,99.65,3,C,Urban,0
70091,0.979,22270,192070,0,0,0,99.16,9,A,Urban,1
14135,0.292,16433,225240,1,0,0,98.62,19,A,Urban,1
73118,0.027,23738,138080,0,0,0,99.89,4,A,Urban,1
85238,0.214,19353,330050,1,0,0,99.79,12,A,Urban,1
18193,1,33591,92090,0,0,0,,8,A,Rural,1
48837,0.024,25194,171120,0,0,0,98.6,15,A,Urban,1
105988,0.899,15707,261030,0,0,0,98.7,6,A,Urban,0
74392,0,14607,384050,0,0,0,,3,A,Urban,1
56256,0.323,15708,112540,0,0,0,98.6,12,B,Rural,1
109818,0.269,12780,105050,0,0,0,99.17,13,B,Urban,1
42991,0.082,17163,282120,0,0,0,99.08,13,E,Urban,1
85909,0.041,17165,133290,0,0,0,99.28,21,B,Rural,1
108213,0.988,14612,142070,0,1,0,98.8,8,C,Rural,1
97074,0,23730,200040,0,0,0,99.11,9,A,Urban,1
110065,0.503,21909,105120,0,0,0,99.6,5,A,Urban,1
13670,0.062,31396,303230,0,0,0,99.59,11,A,Urban,1
74528,0.059,16436,150140,0,0,0,97.99,17,C,Rural,1
75616,0.006,25199,165150,0,0,0,,10,A,Rural,1
77602,0.537,21184,132090,1,1,0,99.83,4,A,Urban,1
111760,0.222,21182,81970,0,0,0,99.25,12,B,Urban,1
110411,0.193,23002,538170,1,0,0,99.4,20,A,Rural,1
8754,0.779,18995,168130,0,0,0,99.3,11,A,Urban,1
45685,0.933,10964,183510,5,0,1,99.05,9,B,Urban,0
66180,1,18992,150060,1,0,0,,2,C,Rural,1
86495,0.388,16800,91670,0,0,0,99.37,8,A,Urban,1
49763,0.031,19718,105060,0,0,0,99.87,6,A,Rural,1
32595,0.296,11323,128950,0,0,0,99.65,5,A,Urban,1
25974,0.037,16440,462600,1,0,0,99.37,8,D,Urban,1
73292,0.034,31040,53230,0,0,0,99.77,20,A,Urban,1
72586,0.217,25924,117120,0,0,0,98.22,19,A,Urban,1
81151,1,8400,24690,0,0,0,99.87,3,A,Rural,1
89330,0.02,17525,138930,1,0,0,98.98,5,C,Urban,1
24766,0.044,13884,250080,0,0,0,99.87,8,A,Urban,1
33424,0.171,9505,84140,0,0,0,99.42,7,A,Rural,1
3093,0.882,18263,192820,1,0,0,99.55,9,C,Rural,1
79530,0.303,14243,213500,0,0,0,99.3,11,B,Rural,1
22841,0,25194,105100,0,0,0,99.17,10,A,Rural,1
62164,0.038,10592,174080,0,0,0,99.43,9,A,Urban,1
66989,0,24830,325130,1,1,0,99.75,11,A,Rural,1
17431,0.311,18994,249150,1,0,0,98.65,11,B,Urban,1
76364,0.015,21909,30100,5,0,0,97.19,15,A,Rural,1
12358,0.253,14244,180080,0,0,0,98.51,19,B,Rural,1
72754,0.025,22271,63060,0,0,0,99.79,21,A,Rural,1
23000,0.074,12423,75110,0,0,0,99.12,7,C,Urban,0
69670,0.966,18987,99120,4,1,1,97.77,8,C,Rural,0
51675,1,25556,30120,0,0,0,99.04,5,A,Urban,1
91868,0.784,10960,186140,0,0,0,99.31,7,D,Urban,1
15229,0.017,24470,163640,0,0,0,99.09,14,A,Rural,1
41400,0.54,18627,600040,1,0,0,99.36,12,D,Urban,1
4011,0.347,17165,267030,0,0,0,98.89,11,A,Urban,1
64722,0.36,17892,127600,1,0,0,98.87,12,C,Urban,1
113882,0.122,10592,130110,2,0,0,98.77,8,A,Rural,0
71413,0,16805,255050,0,0,0,99.58,8,D,Rural,1
100643,0.087,15340,284510,0,0,0,99.47,9,C,Urban,1
52608,0.005,27388,142860,0,0,0,,14,A,Rural,1
56038,0.541,17167,210090,0,0,0,99.26,12,C,Rural,1
103375,0.102,21543,347550,4,0,0,99.31,12,A,Rural,1
86198,0.033,20451,120450,1,0,0,99.35,14,C,Urban,1
75656,0.245,18629,173820,0,0,0,98.66,16,A,Urban,1
26831,0.003,23006,75140,0,0,0,99.13,9,A,Rural,1
78900,0,23001,92210,0,0,0,98.6,10,A,Urban,1
24839,1,14240,36080,0,2,0,99.49,2,C,Urban,1
18981,0,11326,45140,0,0,0,,4,A,Urban,0
68534,0,14980,120110,0,0,0,99.42,9,C,Urban,1
14384,0.125,12789,290130,0,0,0,99.01,8,B,Urban,1
106129,0,21909,530030,0,0,0,99.86,6,B,Urban,1
46669,0.104,23000,273370,0,0,0,99.41,8,A,Rural,1
12744,0.425,10965,102110,0,0,0,98.99,7,A,Rural,1
272,0.091,22280,180090,0,0,0,98.88,19,A,Rural,1
101948,0.514,11693,167540,0,0,0,99.21,7,A,Rural,1
113294,0.019,18986,240050,0,0,0,99.31,7,A,Urban,1
71724,0.047,11686,241050,0,0,0,99.31,9,A,Urban,1
76689,0.702,16071,140080,1,1,0,98.81,10,C,Urban,0
85913,0.942,18626,144100,0,0,0,99.36,5,C,Urban,1
86722,0.007,14980,177030,1,0,0,99.74,7,D,Urban,1
79551,0.132,15338,294660,0,0,0,99.22,16,D,Urban,1
101172,0.235,21176,112550,0,0,0,99.55,12,A,Rural,1
47859,1,22643,195040,1,0,0,99.45,6,A,Rural,1
56892,0.358,22277,148190,1,0,0,98.33,18,B,Urban,1
83520,0.602,28483,79210,0,0,0,99.04,8,A,Urban,1
98696,0.195,14241,192090,1,0,0,99.51,9,D,Urban,1
98735,0.047,21547,120060,0,0,0,99.86,7,A,Urban,1
13706,0.035,27747,86150,0,0,0,99.88,8,A,Rural,1
28072,0.543,17166,284500,0,0,0,99.36,12,B,Urban,1
109595,0.124,14611,141130,0,0,0,99.13,11,A,Rural,1
76446,0,16435,255090,0,0,0,99.85,8,C,Urban,1
111918,0.55,22276,100910,0,0,0,98.81,11,A,Urban,1
110227,0.613,13876,105060,0,0,0,98.96,13,D,Urban,1
89878,0.014,12419,80810,0,0,0,97.19,13,A,Rural,1
36328,1,17525,90090,0,0,0,98.28,8,A,Rural,1
111183,0.101,22642,300150,0,0,0,99.27,9,A,Urban,1
20563,0.209,20814,30140,0,0,0,93.89,9,D,Rural,1
37714,0.052,14248,90090,0,0,0,99.27,7,C,Urban,1
46607,0.026,22641,645060,0,0,0,99.57,11,A,Urban,1
28238,0.754,27382,108060,1,0,0,96.96,10,A,Rural,1
72159,0.079,17890,228130,1,0,0,98.97,8,A,Urban,1
9462,0.041,29935,88040,0,0,0,98.29,12,A,Urban,1
93129,0.219,17533,228040,0,0,0,98.84,14,B,Urban,1
11276,0.073,18629,219230,0,0,0,98.89,23,A,Rural,1
105817,0.561,19721,120060,0,0,0,99.39,9,C,Rural,1
698,0.107,23000,270120,0,0,0,99.7,6,B,Urban,1
42966,0,15335,222510,0,0,0,99.08,14,C,Urban,1
32597,0.329,16073,261030,0,0,0,99.07,19,A,Rural,1
34066,0.028,31032,36080,0,0,0,97.54,14,A,Urban,1
13617,0.017,21542,96090,2,0,0,99.36,8,A,Urban,1
30852,0.865,27024,69100,0,0,0,97.82,7,A,Rural,1
78876,0,18995,262530,0,0,0,99.4,26,C,Rural,1
70113,0.618,16438,160130,0,0,0,98.9,10,A,Urban,0
19845,0.072,20086,200090,0,0,0,98.87,13,D,Urban,1
22848,0.698,17168,223830,0,0,0,98.79,14,B,Urban,1
41875,0,19354,150090,0,0,0,99.31,11,A,Urban,1
26833,0.046,18627,144100,1,0,0,99.14,11,D,Rural,1
74787,0.136,17896,151590,0,0,1,99.01,12,D,Urban,1
76563,0.921,24829,232240,0,0,0,99.45,7,B,Rural,1
26280,0,21180,254120,0,0,0,99.58,7,A,Urban,1
13903,1,25192,64610,0,0,0,99.59,3,A,Rural,1
60894,0.056,21909,295050,1,0,0,,3,A,Rural,1
54373,0,14605,187530,0,0,0,99.07,12,A,Urban,1
84931,0.013,10590,58630,0,0,0,97.89,7,A,Urban,1
26344,0.199,17897,99050,0,0,0,98.59,12,A,Urban,1
6061,0.409,12425,143360,0,0,0,98.91,19,A,Urban,1
25845,0.448,14975,261120,0,0,0,99.29,11,B,Rural,1
74117,0.107,19717,180050,0,0,0,98.8,14,D,Urban,1
87783,0.283,22641,128080,0,0,0,99.33,9,A,Rural,1
78868,0.035,28116,187590,0,0,0,99.89,6,A,Rural,1
16522,0.587,20449,199650,0,1,0,99.66,10,E,Urban,1
27177,1,12790,95020,0,0,0,98.81,6,A,Rural,1
63042,0.171,23000,411070,0,0,0,98.82,14,B,Rural,1
101755,0.195,10590,90090,0,0,0,99.27,11,A,Urban,1
3452,0.174,14970,294140,0,0,0,99.62,15,A,Urban,1
102115,0.031,13514,58120,0,0,0,99.46,6,A,Urban,1
86207,0.147,14973,250040,0,0,0,99.6,7,C,Urban,1
14664,0.001,19359,280040,0,0,0,99.07,17,B,Rural,1
84541,0.752,20084,397780,0,0,0,98.74,19,A,Rural,1
47182,0.456,18259,217020,0,0,0,99.04,10,D,Urban,1
10185,0.002,21915,315150,0,0,0,,5,A,Urban,1
86939,0.367,14242,85700,0,0,0,98.77,9,C,Urban,1
109420,0.043,14978,93150,0,0,0,99.23,8,D,Rural,1
11551,0.317,20817,63110,0,0,0,98,17,A,Urban,1
65330,0.018,13510,300140,0,0,0,98.89,8,B,Urban,1
16058,1,22279,268710,0,0,0,99.32,5,A,Rural,1
110302,0.885,20451,202590,2,0,0,98.21,11,D,Rural,1
76927,0.73,20818,95130,0,0,0,97.44,21,A,Rural,1
4898,0.329,19358,300050,0,0,0,99.6,9,E,Rural,1
60557,0.005,18626,81680,0,0,0,98.76,12,B,Urban,1
83715,0.246,17167,132750,0,0,0,99.64,6,A,Rural,1
15847,0.502,10960,135100,0,0,0,99.31,11,A,Rural,1
102064,0.091,17162,252070,0,0,0,99.5,10,C,Urban,1
30347,0.026,17900,315060,0,0,0,99.15,26,A,Urban,1
3863,0.088,14979,390130,0,0,0,99.38,14,B,Rural,1
105074,0,32863,198160,0,0,0,,8,A,Rural,1
51652,0.979,18994,33070,0,0,0,94.56,14,A,Rural,1
34358,0,13146,125120,1,0,0,96.88,6,A,Rural,1
10558,0.755,12419,123870,0,0,0,98.94,12,A,Urban,1
58866,0.814,16431,165130,2,3,3,99.32,6,D,Urban,0
31327,0.48,21546,137700,3,0,0,99.2,19,A,Rural,0
18598,0.492,18621,240110,0,0,0,98.52,14,A,Urban,0
42419,0.865,14605,210040,0,0,0,99.65,8,A,Rural,1
92110,0.006,23006,122690,0,0,0,99.71,8,A,Urban,1
